quality;label_mid;label_high;text_full
1;prawo karne procesowe;prawo karne;jakie są prawa i obowiązki klienta na przesłuchaniu w charakterze świadka
-1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;jakie są prawa i obowiązki klienta na przesłuchaniu w charakterze świadka
1;prawo karne procesowe;prawo karne;jakie są prawa i obowiązki klienta na przesłuchaniu w charakterze świadka czy klient może przyjść na przesłuchanie wraz ze swoim pełnomocnikiem
1;prawo karne procesowe;prawo karne;jakie są prawa i obowiązki klienta na przesłuchaniu w charakterze świadka czy na przesłuchaniu klienta będzie obowiązywać tajemnica lekarska
1;prawo karne procesowe;prawo karne;jakie są prawa i obowiązki klienta na przesłuchaniu w charakterze świadka czy na przesłuchaniu klienta będzie obowiązywać tajemnica lekarska
1;prawo karne procesowe;prawo karne;jakie są prawa i obowiązki klienta w związku z wezwaniem do stawiennictwa na przesłuchanie w charakterze podejrzanego
1;prawo karne procesowe;prawo karne;jakie są prawa i obowiązki klienta w związku z wezwaniem do stawiennictwa na przesłuchanie w charakterze podejrzanego
1;prawo karne procesowe;prawo karne;jakie są prawa i obowiązki klienta w związku z wezwaniem do stawiennictwa na przesłuchanie w charakterze podejrzanego
1;prawo karne procesowe;prawo karne;jakie są prawa i obowiązki klientki na przesłuchaniu w charakterze świadka
1;prawo karne procesowe;prawo karne;jakie są prawa i obowiązki klientki na przesłuchaniu w charakterze świadka
1;prawo karne procesowe;prawo karne;jakie są prawa i obowiązki klientki na przesłuchaniu w charakterze świadka
1;prawo karne procesowe;prawo karne;jakie są prawa i obowiązki klientki na przesłuchaniu w charakterze świadka
1;prawo karne procesowe;prawo karne;jakie są prawa i obowiązki klientki na przesłuchaniu w charakterze świadka
1;prawo karne procesowe;prawo karne;jakie są prawa i obowiązki klientki na przesłuchaniu w charakterze świadka czy klientka jest zobowiązana do zachowania tajemnicy zawodowej
1;prawo karne procesowe;prawo karne;jakie są prawa i obowiązki klientki na przesłuchaniu w charakterze świadka czy ze świadka klientka może stać się podejrzaną lub oskarżoną w sprawie
1;prawo karne procesowe;prawo karne;jakie są prawa i obowiązki klientki na przesłuchaniu w charakterze świadka jak kształtuje się kwestia zwolnienia lekarza z tajemnicy lekarskiej
1;prawo karne procesowe;prawo karne;jakie są prawa i obowiązki klientki na przesłuchaniu w charakterze świadka jak kształtuje się kwestia zwolnienia z tajemnicy lekarskiej
1;prawo karne procesowe;prawo karne;jakie są prawa i obowiązki klientki na przesłuchaniu w charakterze świadka prowadzonegow ramach postępowania karnego
-1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;jakie są prawa i obowiązki klientki na przesłuchaniu w charakterze świadka prowadzonegow ramach postępowania karnego
-1;prawo cywilne procesowe;prawo cywilne;jakie są prawa i obowiązki klientki w związku z otrzymanym wezwaniem
1;prawo karne procesowe;prawo karne;jakie są prawa i obowiązki klientki w związku z wezwaniem do stawiennictwa na przesłuchanie w charakterze podejrzanego
1;prawo karne procesowe;prawo karne;jakie są prawa i obowiązki klientki w związku z wezwaniem do stawiennictwa na przesłuchanie w charakterze podejrzanego
1;prawo cywilne procesowe;prawo cywilne;jakie są prawa i obowiązki świadka w postępowaniu cywilnym czy klientka ma obowiązek stawić się na wezwanie
-1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;jakie są prawa i obowiązki świadka w postępowaniu cywilnym czy klientka może odmówić stawienia sie na rozprawie w związku z wykupionymi biletami na samolot
1;prawo karne procesowe;prawo karne;jakie są prawa i obowiązki świadka w postępowaniu karnym
1;prawo karne procesowe;prawo karne;jakie są prawa i obowiązki świadka w postępowaniu karnym
1;prawo karne procesowe;prawo karne;jakie są prawa i obowiązki świadka w postępowaniu karnym kto może zwolnić klientkę z tajemnicy lekarskiej
1;prawo karne procesowe;prawo karne;jakie są prawa i obowiązki świadka w postępowaniu karnym kto może zwolnić klientkę z tajemnicy zawodowej podczas przesłuchania w charakterze świadka
1;ustawa o promocji zatrudnienia i instytucjach rynku pracy;prawo pracy;jakie są przesłanki uzyskania prawa do zasiłku dla bezrobotnych przez jaki okres pracownik musiał być zatrudniony aby móc otrzymać zasiłek dla bezrobotnych jakie wynagrodzenie pracownik powinien otrzymywać aby móc otrzymać zasiłek dla bezrobotnych
1;inne  praw farmaceutyczne;prawo farmaceutyczne;jakie są wymagania dotyczące prowadzenia obrotu kosmetykami przez hurtownie farmaceutyczne jakie dokumenty musi posiadać kosmetyk albo wyrób kosmetyczny aby mógł być przedmiotem obrotu
1;inne â praw medyczne;prawo medyczne;jakie są wymogi sanitarne lekarzy poz podczas wizyty w gabinecie oraz wizyt domowych w okresie stanu epidemii
1;rzeczowe;prawo cywilne;jakie są zalety i wady użytkowania oraz służebności osobistej mieszkania i które rozwiązanie jest dla klienta korzystniejsze czy umowa użytkowania bądź służebności osobistej mieszkania może być zawarta tylkoz jednym ze współwłaścicieli nieruchomości jak kształtuje się kwestia opłat notarialnych w związku ze sporządzeniem stosownej umowy czy okoliczność że klient oraz jego małżonka chcą udzielić synowi i synowej pożyczki na spłatę kredytu hipotecznego domu ma w tej sytuacji znaczenie
1;ustawa kodeks pracy;prawo pracy;jakie są zasady obliczania ekwiwalentu za urlop wypoczynkowy
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;jakie są zasady oddelegowywania lekarzy rezydentów na oddział covidowy przez pracodawcę
-1;ustawa kodeks pracy;prawo pracy;jakie są zasady odpowiedzialności klientki
1;covid;prawo medyczne;jakie są zasady ustalania tzw dodatku covidowego i w jaki sposób można dochodzić jego wypłacenia
-1;ustawa kodeks pracy;prawo pracy;jakie skutki wiążą się z podpisaniem listu intencyjnego przesłanego przez klientkę
1;prawo karne materialne;prawo karne;jakie środki prawne przysługują klientowi jeżeli w trakcie egzekucji komorniczej okaże się że dłużnik nie posiada majątku jakie środki prawne przysługują klientowi jeżeli w trakcie egzekucji komorniczej okaże się że dłużnik wyjechał poza granice kraju
1;inne â praw medyczne;prawo medyczne;jakie uprawnienia lub wykształcenie należy posiadać aby móc prowadzić działalność w zakresie naturopatii ziołolecznictwa akupunktury
1;dokumentypisma pozaprocesowe;prawo cywilne;jakie uprawnienia przysługują klientowi jako konsumentowi w związku z wadą zakupionego przez internet przedmiotu
1;prawo karne procesowe;prawo karne;jakie uprawnienia przysługują oskarżycielowi posiłkowemu w postepowaniu w sprawach o wykroczenia
1;covid;prawo medyczne;jakie warunki dotyczące wymogów sanitarnych dezynfekcji i maseczek powinien spełniać gabinet masażu klienta
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;jakie warunki musi spełnić hurtownia farmaceutyczna by móc obracać kannabinoidami w stężeniach medycznych
-1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;jakie warunki musi spełnić przedsiębiorca by móc kupować i sprzedawać aktywne substancje czynne
1;weryfikacja dokumentu;odpowiedzi niestandardowe;jakie wnioski płyną z analizy treści umowy przesłanej przez klientkę
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;jakie wymagania musi spełniać kierownik oddziału neurologicznego zgodnie z rozporządzeniem ministra zdrowia w sprawie kwalifikacji wymaganych od pracowników na poszczególnych rodzajach stanowisk pracy w podmiotach leczniczych niebędących przedsiębiorcami czy kandydat na stanowisko kierownika oddziału musi mieć  letnie doświadczenie jako lekarz specjalista w myśl zapisów powyższego rozporządzenia
1;inne  praw pracy;prawo pracy;jakie wynagrodzenie przysługuje klientce w związku z zakażeniem covid
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;jakie wynagrodzenie przysługuję lekarzowi rezydentowi skierowanemu przez wojewodę do pracy przy zwalczaniu covid jakie inne uprawnienia przysługują lekarzowi rezydentowi skierowanemu do pracy przy zwalczaniu covid
-1;inne â praw medyczne;prawo medyczne;jakie zmiany dla klienta wprowadza przesłany aneks umowy
1;covid;prawo medyczne;jakiego rodzaju oświadczenie powinna wypisywać klientka pacjentom którzy posiadają przeciwwskazania do noszenia maseczek zakrywających usta i nos
1;prawo administracyjne materialne;prawo administracyjne;jakiej odpowiedzi klientka powinna udzielić administratorowi portalu
1;prawo administracyjne materialne;prawo administracyjne;jakiej opłacie podlega wydanie decyzji przez konserwatora zabytków
1;podatki poĺrednie;prawo podatkowe;jakiej wysokości podatek powinna zapłacić klientka w niniejszej sytuacji
-1;inne â praw medyczne;prawo medyczne;jeśli klient zapłaci karę umowną to już nie grożą mu inne konsekwencje prawne np odpowiedzialność karna
-1;prawo administracyjne materialne;prawo administracyjne;jeżeli do konsultacji pacjentki niepełnoletniej która ukończyła  lat potrzebna jest zgoda opiekuna prawnego co grozi lekarzowi ilub podmiotowi leczniczemu gdy udzieli konsultacji mimo jej braku czy pacjentka niepełnoletnia która ukończyła  lat ma prawo samodzielnie decydować czy wyraża zgodę by inna osoba była obecna podczas wizyty badania czy pacjentka niepełnoletnia która ukończyła  lat ma prawo skutecznie uniemożliwić obecność przedstawiciela ustawowego w czasie wizyty czy może odmówić udzielenia przez lekarza informacji o stanie zdrowia pacjentki jej przedstawicielom ustawowym czy przedstawiciel ustawowy pacjentki niepełnoletniej która ukończyła  lat może żądać uczestnictwa przy konsultacji ginekologicznej czy podmiot leczniczy kontaktując się z przedstawicielem ustawowym niepełnoletniej pacjentki która ukończyła  lat w celu poinformowania o zgłoszeniu się przez pacjentkę do lekarza narusza tajemnicę lekarską bądź wynikającą z przepisów o ochronie danych osobowych jakie konsekwencje może wówczas ponieść podmiot leczniczy
1;ustawa kodeks pracy;prawo pracy;jeżeli klient wypowie umowę o pracę to czy straci prawo do zaległego urlopu
1;ustawa kodeks pracy;prawo pracy;kiedy klient powinien otrzymać grafik pracy na kolejny miesiąc
-1;covid;prawo medyczne;kiedy klient powinien otrzymać zwrot zapłaconej ceny
-1;ustawa kodeks pracy;prawo pracy;kiedy lekarz może odmówić delegowania do walki z koronawirusem
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;kiedy lekarz może odmówić udzielenia świadczenia zdrowotnego czy lekarz ma obowiązek zasugerowania innego lekarza
1;prawo handlowe;prawo cywilne;kiedy partner może opuścić spółkę partnerską w jakim okresie roku kalendarzowego czy obowiązuje okres wypowiedzenia
1;ustawa kodeks pracy;prawo pracy;kiedy pracodawca powinien poinformować pracownika o zmianie harmonogramu czasu pracy czy klient ma obowiązek odbierania telefonu pracodawcy w czasie wolnym od pracy
1;ustawa kodeks pracy;prawo pracy;kiedy upłynie termin do nałożenia na pracownika kary porządkowej
-1;prawo karne materialne;prawo karne;kiedy wynajmujący może zmienić zgodnie z prawem zamki w drzwiach
1;covid;prawo medyczne;klientka zastanawia się czy pobieranie emerytury jest przeszkodą dla uzyskania świadczenia postojowego czy klientka może złożyć jeden wniosek o zwolnienie z obowiązku opłacania składek ubezpieczenia społecznego dotyczący trzech miesięcy czy też należy składać wniosek po upływie każdego miesiąca
1;prawo cywilne procesowe;prawo cywilne;klientka zwraca się z prośbą o pomoc w sporządzeniu repliki na odpowiedź na zarzuty w postępowaniu upominawczym
1;ustawa o zawodach farmaceuty;prawo farmaceutyczne;kogo należy powiadomić o likwidacji punktu aptecznego ile wynosi okres wypowiedzenia przy zezwoleniu na prowadzenie punktu aptecznego
1;prawo karne materialne;prawo karne;kogo w rozumieniu przepisów uznaje się za inwalidę i w jaki sposób należałoby udokumentować inwalidztwo w ramach odwołania od decyzji o skierowaniu do pracy przy zwalczaniu epidemii
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;komu można powierzyć funkcję zastępcy kierownika apteki na czas krótszy niż  dni czy należy w związku z tym zawiadomić wojewódzkiego inspektora farmaceutycznego
1;prawo administracyjne materialne;prawo administracyjne;kto i jakie procedury musi dopełnić aby mogło dojść do sprzedaży działki
1;prawo karne procesowe;prawo karne;kto i w jaki sposób może złożyć zawiadomienie o popełnieniu przestępstwa co jeszcze może uczynić klientka czy może dochodzić odszkodowania
1;spadkowe;prawo cywilne;kto i w jaki sposób powinien odrzucić spadek
1;prawo karne procesowe;prawo karne;kto jest pacjentemklientem klientki  ojciec małoletniego dziecka czy ono samo jakie są prawa i obowiązki klientki na przesłuchaniu w charakterze świadka jak kształtuje się kwestia zwolnienia z tajemnicy zawodowej czy klientka może być zmuszona do odwołania swojego zawiadomienia o możliwości popełnienia przestępstwa
1;rzeczowe;prawo cywilne;kto jest uprawniony do reprezentacji wspólnoty mieszkaniowej  uprawniony do wysłania wezwania do zapłaty wysłania wniosku o udostępnienie danych do cepiku złożenia pozwu w imieniu wspólnoty jakie dokumenty powinny stanowić dowód w postępowaniu sądowym
1;inne â praw medyczne;prawo medyczne;kto może pełnić funkcję przewodniczącego zespołu ds kontroli zakażeń szpitalnych
1;ustawa kodeks pracy;prawo pracy;kto może podpisać w imieniu spółki z oo umowę z członkiem zarządu czy podpisanie umowy z członkiem zarządu powinno być poprzedzone podjęciem uchwały wspólników czy wynagrodzenie otrzymywane przez członka zarządu z tytułu stosunku powołania i z tytułu umowy o pracę może być rozliczane razem
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;kto może wypisywać tzw recepty s czy takie recepty może wystawić lekarz rezydent który nie odbywa szkolenia specjalizacyjnego w zakresie medycyny rodzinnej
1;prawo karne materialne;prawo karne;kto może złożyć zawiadomienie o możliwości popełnienia przestępstwa mając na uwadze iż przestępstwo te mogło zostać popełnione przez zarząd spółdzielni
1;ustawa o zawodach farmaceuty;prawo farmaceutyczne;kto może zostać kierownikiem apteki szpitalnej po dniu  kwietnia  r czy trzeba mieć ukończoną specjalizację dotyczącą apteki szpitalnej aby zostać kierownikiem apteki szpitalnej po dniu  kwietnia  r
1;rzeczowe;prawo cywilne;kto ponosi koszty wymiany bezpieczników licznikowych oraz samych liczników przynależnych do poszczególnych mieszkań we wspólnocie mieszkaniowej kto ponosi koszty związane ze zużyciem wody z pionu mokrego
1;prawo cywilne procesowe;prawo cywilne;kto ponosi koszty związane z zawezwaniem do próby ugodowej
1;prawo handlowe;prawo cywilne;kto powinien dokonać zgłoszenia w systemie s i podpisać się pod listem przewodnim kto podpisuje oświadczenie czy spółka jest cudzoziemcem kto podpisuje listę obejmującą wspólników uprawnionych do powołania zarządu kto winien podpisać listę adresów do doręczeń w przypadku zarządu jednoosobowego
1;rzeczowe;prawo cywilne;kto powinien ponieść koszty remontu balkonów w budynku wspólnoty mieszkaniowej
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;kto powinien wyrazić zgodę na samodzielne odbywanie dyżurów medycznych przez klientkę
1;podatki poĺrednie;prawo podatkowe;kto powinien zarejestrować się w centralnym rejestrze podmiotów akcyzowych  klientka jako osoba prywatna czy spółka jawna
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;kto udziela urlopu na czas stażu kto powinien udzielić zgody na przedłużenie specjalizacji w jakiej formie klientka powinna zawnioskować o udzielenie urlopu czy dyrektor może żądać aby klientka zobowiązała się do pracy w tym samym szpitalu po powrocie czy klientka mogłaby rozwiązać umowę o pracę gdyby jej nie udzielono urlopu
1;spadkowe;prawo cywilne;kto w opisanej przez klientkę sytuacji jest spadkobiercą powołanym do spadku i w jakiej części
1;inne  praw farmaceutyczne;prawo farmaceutyczne;które dokumenty klientka powinna pozostawić w aptece w celu umożliwienia jej dalszej działalności
1;prawo unii europejskiej;prawo miädzynarodowe;które państwo będzie wypłacało i obliczało świadczenie emerytalne pracownikowi klientki jeżeli w latach  r r pracował w wielkiej brytanii a obecnie pracuje w polsce i jest obywatelem wielkiej brytanii jak będzie wyglądał ten proces
1;covid;prawo medyczne;który podmiot leczniczy powinien wypłacać dodatek covidowy lekarzowi rezydentowi który odbywa staż zewnętrzny przewidziany w programie specjalizacji i w ramach stażu udziela świadczeń medycznych w szpitalnym oddziale ratunkowym oraz izbie przyjęć
1;covid;prawo medyczne;który podmiot leczniczy powinien wypłacić dodatek covidowy klientce która realizując staż podyplomowy dyżurowała w podmiocie zewnętrznym w ramach szpitalnego oddziału ratunkowego
1;prawo handlowe;prawo cywilne;na co klient powinien zwrócić szczególną uwagę podczas zakładania spółki z ograniczoną odpowiedzialnością jak kształtują się prawa i obowiązki wspólników oraz podział zysków względem udziałów w spółce z ograniczoną odpowiedzialnością
1;rzeczowe;prawo cywilne;na czym polega instytucja zasiedzenia nieruchomości czy w przedmiotowej sprawie może dojść do zasiedzenia jeżeli tak to po jakim czasie
1;ubezpieczeniowe;prawo cywilne;na czym polega rozliczenie się z kancelarią na zasadzie prowizji czy klientka może otrzymywać pieniądze na swoje konto aby przelewać je kancelarii
1;prawo karne procesowe;prawo karne;na czym polega rozpoznanie sprawy na zasadach ogólnych czy po złożeniu sprzeciwu może zostać powołany biegły lub zostanie wykonana ekspertyza co umożliwiłoby żonie klienta obronę czy obrońcą żony klienta musi być prawnik czy też może być to osoba niewykonująca zawodu prawniczego czy wniesienie sprzeciwu i rozpoznanie sprawy na zasadach ogólnych wiąże się z dodatkowymi kosztami
1;covid;prawo medyczne;na jak długi okres klientka może zostać skierowana przy pracy przy zwalczaniu covid
1;ustawa kodeks pracy;prawo pracy;na jak długo powinien być przedłużony urlop macierzyński
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;na jaki maksymalnie czas działalność apteki może być zawieszona aby nie doszło do cofnięcia zezwolenia na prowadzenie apteki ile czasu trwa proces przejęcia apteki jak kształtuje się kwestia terytorialnych obostrzeń założenia apteki
-1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;na jaki maksymalny okres pracodawca może delegować pracownika do innej pracy niż wynikającej z umowy o pracę
1;ustawa kodeks pracy;prawo pracy;na jaki okres czasu klient będący lekarzem specjalistą pracującym na podstawie umowy o pracę może zostać oddelegowany do pracy na oddziale covidowym
1;prawo karne procesowe;prawo karne;na jaki okres czasu może być zastosowane tymczasowe aresztowanie jak kształtują się prawa i obowiązki pracownika oraz pracodawcy w przypadku tymczasowego aresztowania czy pracownik tymczasowo aresztowany może zostać zwolniony z pracy
1;prawo karne procesowe;prawo karne;na jaki okres telefon będący dowodem rzeczowym w postępowaniu karnym może zostać zatrzymany
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;na jakich drukach należy wystawiać recepty pro auctore i pro familiae od  lipca  r na leki refundowane i nierefundowane
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;na jakich drukach należy wystawiać recepty pro auctore i pro familiae od  lipca  r na leki refundowane i nierefundowane
1;prawo karne materialne;prawo karne;na jakich podstawach prawnych klientka mogłaby zostać pociągnięta do odpowiedzialności lub jakie roszczenia mogłyby zostać do niej skierowane
-1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;na jakich warunkach klientka może wykonywać swoją pracę zdalnie
1;covid;prawo medyczne;na jakich zasadach lekarze mają prawo wystawić zaświadczenie pacjentowi zwalniające goz obowiązku maseczki czy poza przepisami z rozporządzenia są jeszcze jakieś inne przepisy czym lekarz powinien się kierować wydając zaświadczenie czy lekarz może wydać zaświadczenie powołując się na zasady etyki lekarskiej
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;na jakich zasadach lekarze mogą wystawiać recepty refundowane w trakcie telekonsultacji
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;na jakich zasadach po dniu  lipca  r będą funkcjonowały recepty papierowe w jaki sposób klientka powinna wydrukować papierowe recepty
1;prawo cywilne procesowe;prawo cywilne;na jakich zasadach sąd przyznaje zwrot kosztów procesu stronie która zmieniła pełnomocnika w trakcie procesu
1;ustawa kodeks pracy;prawo pracy;na jakie stanowisko pracy zostanie przywrócona pracownica która zaszła w ciąże w okresie wypowiedzenia a której stanowisko pracy pracodawca planował zlikwidować
1;ustawa kodeks pracy;prawo pracy;na jakie wynagrodzenie wskazuje umowa o pracę na czas nieokreślony zawarta w dniu  grudnia  r godzinowe miesięczne czy roczne
1;prawo administracyjne materialne;prawo administracyjne;na jakiej podstawie i w jaki sposób klient może uzyskać zadośćuczynienie od biura podróży
-1;inne  praw farmaceutyczne;prawo farmaceutyczne;na jakiej podstawie oraz w jakiej formie należy zatrudnić osobę do pełnienia obowiązków klientki kto będzie osobą odpowiedzialną przez okres usprawiedliwionej nieobecności klientki w pracy
1;covid;prawo medyczne;na jakiej podstawie prawnej wydane zostało polecenie ministra zdrowia a następnie zarządzenie prezesa nfz skierowane do podmiotów leczniczych aby ograniczono wykonywanie świadczeń zdrowotnych w związku z panującą pandemią covid
1;covid;prawo medyczne;na jakiej podstawie prawnej zostały wprowadzone ograniczenia dotyczące wesel jakie grożą sankcje wymierzone przez inspektora sanitarnego za nieprzestrzeganie ograniczeń na weselu
1;rzeczowe;prawo cywilne;na jakiej podstawie wspólnota mieszkaniowa może wybrać nowy zarząd czy deweloper w obecnej sprawie pełni funkcję administratora
1;spadkowe;prawo cywilne;na podstawie jakiego dokumentu klientka powinna wydać rzeczy należące do spadku synowej
1;ustawa kodeks pracy;prawo pracy;o ile wcześniej pracownik musi uprzedzić pracodawcę że ten chce skorzystać z urlopu na żądanie czy pracodawca może zasłaniać się argumentem że brak jest pracowników i z tego powodu nie udzieli pracownikowi urlopu gdzie pracownicy wskazują że w zakładzie pracy pracuje dostatecznie dużo pracowników aby móc skorzystać z tego urlopu czy pracownik dzwoniąc do dyspozytora który w danym czasie pełni obowiązki bezpośredniego przełożonego musi dodatkowo takie żądanie skierować do niebezpośredniego przełożonego czy wystarczy poinformowanie bezpośredniego przełożonego
1;rzeczowe;prawo cywilne;od jakiego momentu czynsz najmu jest należny nowemu właścicielowi
1;ustawa kodeks pracy;prawo pracy;od jakiego momentu należy liczyć bieg terminu na zastosowanie wobec pracownika kary porządkowej
1;prawo karne materialne;prawo karne;od jakiego momentu po wydaniu orzeczenia w ii instancji klientce zostanie zawieszone prawo wykonywania zawodu lekarza czy po odbyciu połowy kary możliwe jest ubieganie się o wcześniejsze przywrócenie prawa wykonywania zawodu
1;covid;prawo medyczne;od jakiego okresu wstecz klientka może domagać się wypłaty dodatku covidowego czy kontakt z pacjentami jaki miała klientka uprawnia ją do otrzymania dodatku covidowego
1;ustawa o zawodach farmaceuty;prawo farmaceutyczne;od kiedy farmaceuci mają prawo do urlopu szkoleniowego tj czy od wejścia w życie ustawy czy od nowego letniego okresu rozliczeniowego w którym momencie przysługuje urlop szkoleniowy przed szkoleniem czy dopiero po przedstawieniu zaświadczenia o odbyciu szkolenia
1;inne  praw farmaceutyczne;prawo farmaceutyczne;od kiedy lekarz specjalista może wystawić receptę z refundacją dla seniorów czy refundacja na szczepionki influvactetra i vaxigriptetra przysługuje seniorom jedynie w przypadku chorób współistniejących
1;inne  praw pracy;prawo pracy;od kiedy obowiązywać będzie nowe najniższe wynagrodzenie dla farmaceuty zatrudnionego w podmiocie leczniczym posiadającego wyższe wykształcenie i specjalizację
1;prawo administracyjne materialne;prawo administracyjne;po jakim czasie klient powinien usuwać dane osobowe klientów ze strony jeśli data automatycznego usuwania danych ze strony zostanie określona na okres  lat to okres ten należy liczyć od daty założenia konta czy daty ostatniej aktywności klienta
1;prawo karne procesowe;prawo karne;po jakim czasie można zawiesić dochodzenie w sprawie o oszustwo jakie skutki ma zawieszenie dochodzenia czy postanowienie zostanie doręczone również podejrzanej
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;po jakim czasie można zutylizować recepty umowy z przedsiębiorstwami farmaceutycznymi dokumenty finansowe faktury rozliczenia itp
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;po którym roku klient może pracować w przychodni jako lekarz pediatra czy klient mógłby w trakcie specjalizacji przyjmować pacjentów w przychodni pediatrycznej
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;pod jakim warunkiem lekarz w trakcie specjalizacji może zacząć przyjmować pacjentów w poradni specjalistycznej w ramach nfz
1;ustawa kodeks pracy;prawo pracy;przez jak długi okres klientka powinna przechowywać dyplomy ukończenia studiów wyższych przez pracowników apteki zatrudnionych na podstawie umowy zlecenia oraz umowy o pracę
1;ustawa kodeks pracy;prawo pracy;urlop wypoczynkowy obniżający ilość godzin w pracy  czy pracodawca może go udzielić
1;spadkowe;prawo cywilne;w jak sposób klient może odrzucić spadek
1;ustawa kodeks pracy;prawo pracy;w jaki najkrótszy sposób pracodawca może rozwiązać umowę o pracę z pracownicą która wróciła z urlopu
1;spadkowe;prawo cywilne;w jaki sposób będzie przebiegało dziedziczenie udziału w prawie własności nieruchomości po śmierci któregoś z rodziców klienta w jaki sposób będzie przebiegało dziedziczenie udziału w prawie własności nieruchomości po śmierci drugiego z rodziców klienta czy aby klient odziedziczył udziały rodziców w prawie własności nieruchomości koniecznym jest sporządzenie testamentu
1;prawo cywilne procesowe;prawo cywilne;w jaki sposób byli małżonkowie mogą podzielić majątek jakie są koszty podziału majątku
1;prawo handlowe;prawo cywilne;w jaki sposób członek zarządu może dokonać najmu swojego prywatnego samochodu na rzecz spółki z ograniczoną odpowiedzialnością
1;covid;prawo medyczne;w jaki sposób decyzja wojewody może być dostarczona jakie sankcje grożą klientce w związku z tym że nie stawiła się w szpitalu
1;prawo administracyjne materialne;prawo administracyjne;w jaki sposób dokonać demontażu auta sprowadzonego zza granicy
1;prawo cywilne procesowe;prawo cywilne;w jaki sposób dokonać przepisania udziału męża klientki we własności nieruchomości na dzieci klientki w jaki sposób klientka może przejąć dług męża
1;covid;prawo medyczne;w jaki sposób dyrektor szpitala ma wystąpić do nfz w celu uzyskania dodatków covidowych dla pracowników wykonujących pracę w izbie przyjęć
1;prawo cywilne procesowe;prawo cywilne;w jaki sposób dzielony jest spadek po zmarłej babci w jakim czasie po śmierci spadkodawcy należy podjąć kroki prawne jakie formalności i gdzie należy dopełnić jakie opłaty się z tym wiążą
1;ustawa o zawodach farmaceuty;prawo farmaceutyczne;w jaki sposób farmaceuta może dochodzić swoich praw w przypadku gdyby jego pracodawca przymuszał go do wykonania określonych czynności zawodowych
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;w jaki sposób gabinet lekarski klienta może sprowadzić preparaty witaminowe z innego kraju unii europejskiej
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;w jaki sposób gabinet lekarski klienta może sprowadzić preparaty witaminowe z innego kraju unii europejskiej które nie są dopuszczone do obrotu w polsce
1;ustawa kodeks pracy;prawo pracy;w jaki sposób i w jakim terminie pracownik powinien złożyć wniosek o obniżenie wymiaru czasu pracy aby być chronionym od pierwszego dnia po powrocie do pracy czy ochrona wynikająca z wniosku oznacza również ochronę przed zwolnieniem z przyczyn leżących po stronie pracownika z zachowaniem okresu wypowiedzenia czy ochrona wynikająca z wniosku oznacza również ochronę przed zwolnieniem z przyczyn leżących po stronie pracodawcy np z powodu redukcji zatrudnienia z wypłatą odpowiedniego odszkodowania na podstawie przepisów ustawy o zwolnieniach grupowych czy przedsiębiorstwo klientki będzie mogło skierować pracownicę na przestój ekonomiczny płatny  albo obniżyć jej wymiar czasu pracy o  czy pracownica po złożeniu wniosku będzie chroniona również przed takimi działaniami jeżeli na wniosek pracownicy jej etat będzie zmniejszony najpierw np do  na podstawie ochrony wynikającej z wniosku to czy po zmniejszeniu o  na podstawie przepisów specustawy covid będzie on wynosił  czy podstawą zmniejszenia będzie etat obniżony na podstawie wniosku czy pełen etat z umowy o pracę
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;w jaki sposób jednocześnie zachować w tajemnicy dokumentację medyczną pacjenta i wywiązać się z obowiązku względem ubezpieczyciela udzielania mu informacji o szkodzie
1;prawo karne procesowe;prawo karne;w jaki sposób klient ma przekazać dokumentację medyczną co stanowi art   a kodeksu karnego
1;prawo administracyjne materialne;prawo administracyjne;w jaki sposób klient może dochodzić swoich praw w związku z wyciekiem danych osobowych
1;inne  praw pracy;prawo pracy;w jaki sposób klient może dochodzić zaległego wynagrodzenia
-1;covid;prawo medyczne;w jaki sposób klient może domagać się wypłaty dodatku w pełnej wysokości
